Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/v1/photos/selfie-points/,22,0,2500.0,2486.4937768910418,873.4147259965539,5106.6050480585545,2658.0,0.07356602887612607,0.0,2500,2600,2800,3000,3100,4400,5100,5100,5100,5100,5100
GET,/api/v1/polls/,19,0,3100.0,3320.0521414707364,335.29279893264174,5898.816486122087,5463.368421052632,0.06353429766574524,0.0,3100,3400,4800,5000,5300,5900,5900,5900,5900,5900,5900
GET,/api/v1/schedule/sessions/,915,0,3700.0,3745.226067312245,214.86901817843318,6842.668565921485,13029.206557377049,3.0596780191661526,0.0,3700,4200,4600,4800,5200,5600,6200,6400,6800,6800,6800
GET,/api/v1/schedule/sessions/[id]/,22,0,1600.0,1997.986352409829,266.65279106236994,4581.884450977668,617.0909090909091,0.07356602887612607,0.0,1700,2400,2800,2900,3400,4000,4600,4600,4600,4600,4600
POST,/api/v1/schedule/sessions/[id]/bookmark/,26,0,2400.0,2438.8138048726923,215.79814096912742,4206.41217706725,41.38461538461539,0.08694167048996718,0.0,2500,3100,3100,3100,3400,3400,4200,4200,4200,4200,4200
GET,/api/v1/speakers/,300,0,2700.0,2775.620181368819,134.98781388625503,5849.221791839227,6462.0,1.0031731210380828,0.0,2700,3200,3400,3600,4200,4600,5300,5700,5800,5800,5800
GET,/api/v1/speakers/ [for detail],62,0,2600.0,2705.9220138058486,1101.4911450911313,5683.495715958998,6462.0,0.2073224450145371,0.0,2600,3100,3300,3400,3900,4100,4400,5700,5700,5700,5700
GET,/api/v1/speakers/[id]/,62,0,2200.0,2224.5139445125637,63.618835993111134,4769.253734964877,673.4677419354839,0.2073224450145371,0.0,2200,2500,2700,3000,3200,3500,4200,4800,4800,4800,4800
GET,/api/v1/sponsors/,329,0,2300.0,2300.622189752927,58.92600701190531,5143.562080105767,4593.0,1.1001465227384308,0.0,2300,2700,2900,3100,3700,4100,4500,4800,5100,5100,5100
,Aggregated,3906,18,2500.0,2618.5928045125147,27.14626002125442,6842.668565921485,7423.890424987199,13.061314035915837,0.06019038726228496,2500,3000,3400,3600,4300,4900,5400,5700,6700,6800,6800
