Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1787910512,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1787910513,5,,Aggregated,0.000000,0.000000,340,350,360,420,430,430,430,430,430,430,430,9,0,340.0,252.44118622504175,47.787021147087216,426.58254294656217,2699.777777777778
1787910514,10,,Aggregated,0.000000,0.000000,340,360,400,420,430,500,500,500,500,500,500,19,0,340.0,244.5631587853361,25.89508192613721,495.4239500220865,4237.421052631579
1787910515,15,,Aggregated,0.000000,0.000000,330,360,380,400,420,430,500,500,500,500,500,29,0,330.0,229.2290848583497,17.13775098323822,495.4239500220865,3916.7586206896553
1787910516,20,,Aggregated,9.000000,0.000000,340,360,400,400,420,440,500,500,500,500,500,38,0,330.0,244.76597811659113,17.13775098323822,495.4239500220865,3712.2105263157896
1787910517,25,,Aggregated,9.500000,0.000000,330,360,410,420,530,770,770,810,810,810,810,56,0,230.0,276.09118502420773,17.13775098323822,805.3975561633706,4368.339285714285
1787910518,30,,Aggregated,9.500000,0.000000,230,370,410,430,540,560,770,810,810,810,810,69,0,230.0,276.97141741172993,17.13775098323822,805.3975561633706,4306.347826086957
1787910519,35,,Aggregated,11.200000,0.000000,340,400,430,500,540,570,770,810,810,810,810,85,0,340.0,302.62333966846415,17.13775098323822,805.3975561633706,4527.494117647058
1787910520,40,,Aggregated,11.200000,0.000000,340,410,500,520,570,770,870,950,950,950,950,100,0,340.0,322.3782199015841,17.13775098323822,952.8226170223206,4649.75
1787910521,45,,Aggregated,11.166667,0.000000,340,430,520,540,760,810,910,950,950,950,950,111,0,340.0,352.43610026281294,17.13775098323822,952.8226170223206,4856.387387387387
1787910522,50,,Aggregated,12.500000,0.000000,360,470,540,570,810,950,980,1000,1100,1100,1100,118,0,360.0,385.2714956284232,17.13775098323822,1121.1601148825139,4939.847457627118
1787910523,50,,Aggregated,12.333333,0.000000,410,550,780,910,1200,1600,2100,2100,2200,2200,2200,139,0,410.0,542.6957638257538,17.13775098323822,2210.9962899703532,5245.007194244605
1787910524,50,,Aggregated,12.333333,0.000000,430,590,780,890,1200,1600,2000,2100,2200,2200,2200,157,0,430.0,556.486503627436,17.13775098323822,2210.9962899703532,5513.87898089172
1787910525,50,,Aggregated,12.500000,0.000000,420,570,770,840,1200,1600,2000,2100,2200,2200,2200,170,0,410.0,542.4458799664588,17.13775098323822,2210.9962899703532,5535.458823529411
1787910526,50,,Aggregated,12.500000,0.000000,410,570,770,830,1100,1500,2000,2100,2200,2200,2200,181,0,410.0,538.2366739200603,17.13775098323822,2210.9962899703532,5781.53591160221
1787910527,50,,Aggregated,13.800000,0.000000,410,560,730,810,1100,1500,2000,2100,2200,2200,2200,193,0,410.0,521.9768392153741,17.13775098323822,2210.9962899703532,5953.683937823835
1787910528,50,,Aggregated,14.300000,0.000000,400,540,690,780,1000,1500,1800,2100,2200,2200,2200,205,0,400.0,501.27872290294164,17.13775098323822,2210.9962899703532,6065.521951219513
1787910529,50,,Aggregated,13.500000,0.000000,400,550,730,810,1100,1500,1800,2100,2200,2200,2200,217,0,400.0,509.93243781291807,17.13775098323822,2210.9962899703532,6194.797235023041
1787910530,50,,Aggregated,13.600000,0.000000,400,550,730,810,1100,1500,1800,2100,2200,2200,2200,223,0,400.0,513.8512321992155,17.13775098323822,2210.9962899703532,6244.932735426009
1787910531,50,,Aggregated,12.900000,0.000000,410,590,770,870,1200,1600,1900,2100,2200,2200,2200,233,0,410.0,539.9896560702473,17.13775098323822,2210.9962899703532,6292.06008583691
1787910532,50,,Aggregated,12.100000,0.000000,430,640,780,910,1200,1700,2100,2100,2200,2200,2200,245,0,430.0,574.9498207179107,17.13775098323822,2210.9962899703532,6405.187755102041
1787910533,50,,Aggregated,12.100000,0.000000,490,680,810,930,1400,1900,2100,2200,2400,2400,2400,264,0,480.0,605.7338293837595,17.13775098323822,2350.7443801499903,6497.916666666667
1787910534,50,,Aggregated,12.600000,0.000000,450,660,790,900,1300,1900,2100,2200,2400,2400,2400,279,0,450.0,585.6796450550771,17.13775098323822,2350.7443801499903,6659.566308243728
1787910535,50,,Aggregated,12.400000,0.000000,430,630,780,870,1300,1800,2100,2200,2400,2400,2400,290,0,420.0,566.2156339461819,17.13775098323822,2350.7443801499903,6695.437931034483
1787910536,50,,Aggregated,12.000000,0.000000,420,610,770,870,1200,1800,2100,2200,2400,2400,2400,298,0,420.0,558.6259981293869,17.13775098323822,2350.7443801499903,6759.020134228188
1787910537,50,,Aggregated,12.100000,0.000000,410,580,760,830,1200,1700,2100,2100,2400,2400,2400,312,0,400.0,539.2219907901166,17.13775098323822,2350.7443801499903,6678.75
1787910538,50,,Aggregated,11.500000,0.000000,380,560,730,830,1200,1700,2100,2100,2400,2400,2400,325,0,380.0,521.9545571405727,17.13775098323822,2350.7443801499903,6632.606153846154
1787910539,50,,Aggregated,11.900000,0.000000,370,560,730,810,1200,1700,2100,2100,2400,2400,2400,335,0,370.0,516.1162685331847,17.13775098323822,2350.7443801499903,6642.749253731343
1787910540,50,,Aggregated,11.900000,0.000000,360,550,710,790,1200,1700,2100,2100,2400,2400,2400,348,0,350.0,501.62865149175707,17.13775098323822,2350.7443801499903,6614.787356321839
1787910541,50,,Aggregated,12.200000,0.000000,360,550,710,790,1200,1700,2000,2100,2400,2400,2400,352,0,360.0,503.53482596851376,17.13775098323822,2350.7443801499903,6645.178977272727
1787910542,50,,Aggregated,12.700000,0.000000,380,590,770,840,1200,1700,2000,2100,2400,2400,2400,365,0,380.0,530.2824021827379,17.13775098323822,2350.7443801499903,6692.972602739726
1787910543,50,,Aggregated,11.800000,0.000000,400,620,780,870,1300,1700,2000,2100,2400,2400,2400,384,0,400.0,544.0943565148094,17.13775098323822,2350.7443801499903,6804.427083333333
1787910544,50,,Aggregated,11.800000,0.000000,390,600,770,870,1200,1700,2000,2100,2400,2400,2400,392,0,380.0,538.2903362267974,17.13775098323822,2350.7443801499903,6819.502551020408
1787910545,50,,Aggregated,12.500000,0.000000,400,630,770,870,1300,1700,2000,2100,2400,2400,2400,397,0,400.0,541.5930651534132,17.13775098323822,2350.7443801499903,6822.400503778337
1787910546,50,,Aggregated,11.400000,0.000000,410,660,800,900,1400,1700,2000,2100,2400,2400,2400,407,0,410.0,559.3148503562376,17.13775098323822,2350.7443801499903,6817.1597051597055
1787910547,50,,Aggregated,10.600000,0.000000,420,680,830,930,1500,1900,2200,2400,2600,2600,2600,415,0,420.0,589.7175151933299,17.13775098323822,2644.3274300545454,6889.78313253012
1787910548,50,,Aggregated,10.900000,0.000000,430,700,850,950,1500,1900,2200,2400,2600,2600,2600,425,0,430.0,607.2192834328641,17.13775098323822,2644.3274300545454,6877.336470588235
1787910549,50,,Aggregated,10.300000,0.000000,480,760,900,1000,1600,2000,2400,2600,2900,2900,2900,443,0,480.0,649.659615773161,17.13775098323822,2905.254260171205,6969.715575620768
