Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/v1/auth/discover/,84,32,6500.0,5911.961587417561,535.8436501119286,11083.449328085408,86039.14285714286,0.14006445096927142,0.053357886083531966,6500,7900,8600,9000,9700,11000,11000,11000,11000,11000,11000
POST,/api/v1/auth/login/,150,0,3800.0,3262.814041892998,352.4244090076536,7106.5022551920265,1526.96,0.2501150910165561,0.0,3800,4600,5100,5200,6200,6900,6900,7100,7100,7100,7100
GET,/api/v1/auth/me/,145,38,4000.0,5042.199492191189,43.563843006268144,12291.351278079674,59621.558620689655,0.24177792131600423,0.06336248972419421,4000,6500,7800,8300,9200,11000,12000,12000,12000,12000,12000
GET,/api/v1/auth/my-recap/,47,11,4500.0,5670.337548821253,1445.6651560030878,12089.93186801672,53156.765957446805,0.07836939518518758,0.018341773341214115,4500,7600,8800,9100,11000,11000,12000,12000,12000,12000,12000
GET,/api/v1/auth/staff/,271,76,4200.0,4913.807772356859,53.38306399062276,12771.210690028965,69477.65682656827,0.45187459776991135,0.12672497944838843,4200,7100,8100,8500,9300,10000,11000,12000,13000,13000,13000
GET,/api/v1/auth/staff/[uuid]/,59,22,3700.0,4680.208592896618,479.3434590101242,11812.281311955303,84652.84745762713,0.09837860246651206,0.03668354668242823,3700,6300,7700,8200,9200,10000,11000,12000,12000,12000,12000
GET,/api/v1/auth/staff/admin/permissions/,28,8,4600.0,5779.2311456536745,680.6721880566329,12058.714216807857,66383.07142857143,0.04668815032309047,0.013339471520882992,6300,7600,9500,10000,12000,12000,12000,12000,12000,12000,12000
POST,/api/v1/auth/token/refresh/,79,27,6700.0,5744.390174852613,440.38605387322605,11817.998863058165,50822.696202531646,0.13172728126871955,0.045020716382980094,6700,8300,8800,9400,11000,11000,12000,12000,12000,12000,12000
GET,/api/v1/chat/conversations/,208,53,3800.0,5068.195493028795,70.36805804818869,12945.366815896705,57998.61538461538,0.34682625954295776,0.08837399882584981,3900,7600,8600,8900,9600,11000,11000,12000,13000,13000,13000
GET,/api/v1/chat/requests/,107,0,3800.0,4634.796220369672,27.27283607237041,10629.42889588885,11334.0,0.17841543159181,0.0,3800,6900,7900,8100,9000,9100,9500,11000,11000,11000,11000
GET,/api/v1/chat/staff-group/ [GET],155,42,3400.0,4544.923226575878,108.81525697186589,12351.561867864802,83365.05806451612,0.258452260717108,0.07003222548463571,3400,6400,8000,8400,9700,10000,11000,12000,12000,12000,12000
POST,/api/v1/chat/staff-group/ [POST],146,37,3500.0,4727.147091822762,176.97540298104286,12618.448320077732,57272.31506849315,0.2434453552561146,0.06169505578408384,3600,7000,7900,8400,9300,10000,12000,12000,13000,13000,13000
GET,/api/v1/checkins/checked-in/,86,32,5100.0,5381.042938866262,445.39255392737687,12458.929953863844,84305.23255813954,0.14339931884949217,0.053357886083531966,5600,7500,8400,8800,9800,10000,12000,12000,12000,12000,12000
GET,/api/v1/checkins/list/,69,21,3300.0,4431.77897390653,103.35221700370312,12007.057945011184,71200.98550724638,0.1150529418676158,0.035016112742317855,3300,7000,8100,8200,8800,9700,11000,12000,12000,12000,12000
GET,/api/v1/checkins/meal-stats/,85,0,3600.0,4424.264835366322,227.66882507130504,11121.709219180048,7359.0,0.1417318849093818,0.0,3600,5900,6700,7100,8400,9400,10000,11000,11000,11000,11000
GET,/api/v1/checkins/network/,45,12,3200.0,4438.880149394066,293.1787020061165,10927.439656108618,62473.044444444444,0.07503452730496683,0.02000920728132449,3200,6100,8100,8600,9100,9400,11000,11000,11000,11000,11000
GET,/api/v1/leaderboard/,495,0,3700.0,4356.815855762441,104.60092406719923,12052.992723882198,5187.0,0.8253798003546351,0.0,3700,5800,6700,7300,8400,9400,11000,12000,12000,12000,12000
GET,/api/v1/notifications/,892,0,3600.0,4227.577621732721,54.33466099202633,12632.672489853576,6644.0,1.4873510745784535,0.0,3600,5300,6500,7000,8000,9000,10000,12000,13000,13000,13000
GET,/api/v1/photos/,508,0,3600.0,4088.2003251279843,62.72525805979967,12183.994170976803,8499.0,0.84705644157607,0.0,3600,5100,6300,6800,7700,8500,9600,10000,12000,12000,12000
GET,/api/v1/photos/selfie-points/,35,6,3000.0,3901.4447964395263,396.8500990886241,9326.982968021184,41549.65714285714,0.05836018790386309,0.010004603640662245,3000,6000,6800,7700,7900,8900,9300,9300,9300,9300,9300
GET,/api/v1/polls/,70,19,4600.0,5805.287851576161,1435.1324108429253,12032.355399103835,64972.68571428571,0.11672037580772618,0.031681244862097106,4800,8300,9100,9200,10000,11000,12000,12000,12000,12000,12000
GET,/api/v1/schedule/sessions/,1281,342,12000.0,31676.472862247643,235.15424085780978,74343.41164003126,69595.17017954723,2.135982877281389,0.5702624075177479,12000,56000,60000,61000,65000,67000,69000,70000,73000,74000,74000
GET,/api/v1/schedule/sessions/[id]/,40,9,6900.0,6488.390236289706,2040.4120068997145,11020.03990416415,51394.25,0.06669735760441496,0.015006905460993366,6900,8100,8500,8700,9200,9300,11000,11000,11000,11000,11000
POST,/api/v1/schedule/sessions/[id]/bookmark/,46,10,2700.0,4479.950494547982,361.2871989607811,10796.03954195045,49320.34782608696,0.07670196124507721,0.01667433940110374,2800,7300,7900,8500,9700,11000,11000,11000,11000,11000,11000
GET,/api/v1/speakers/,509,131,5100.0,5405.314542309698,80.62786096706986,13682.853440986946,62639.78781925344,0.8487238755161803,0.218433846154459,5100,7700,8300,8700,9800,11000,12000,12000,14000,14000,14000
GET,/api/v1/speakers/ [for detail],94,19,4000.0,5008.968006390979,985.7836870942265,12542.959468904883,50576.35106382979,0.15673879037037516,0.031681244862097106,4000,7000,8100,8600,9800,11000,11000,13000,13000,13000,13000
GET,/api/v1/speakers/[id]/,75,9,5000.0,5331.545542168121,1455.1971170585603,10799.869979033247,27596.573333333334,0.12505754550827805,0.015006905460993366,5000,6700,7500,7800,8600,9800,11000,11000,11000,11000,11000
GET,/api/v1/sponsors/,499,134,4500.0,4896.864013451027,61.90033792518079,12954.809569055215,63711.63326653306,0.8320495361150766,0.2234361479747901,4500,7200,8000,8400,9100,9700,11000,12000,13000,13000,13000
,Aggregated,6308,1090,5800.0,10169.980019798062,27.27283607237041,74343.41164003126,44585.54961953076,10.518173294216238,1.8175029947203076,5800,7800,8800,9400,12000,60000,65000,67000,72000,74000,74000
